Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 5/15/2019 4:17:00 PM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI  HW   F(Null)
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0270
  Degrees of freedom:                                          1
  P-value:                                                     0.8694
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0019


**** Locus dDocent_Contig_53323_92 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3343     1263     1040  0.6056  0.5926
     2     2177     1263      457  0.3944  0.3859

Number of individuals typed:                                2760
  Heterozygotes:                                            1263
  Homozygotes:                                              1497
Number of alleles:                                             2
Observed heterozygosity:                                       0.4576
Expected heterozygosity:                                       0.4778
Polymorphic information content (PIC):                         0.3636
Average non-exclusion probability (first parent):              0.8859
Average non-exclusion probability (second parent):             0.8182
Average non-exclusion probability (parent pair):               0.7258
Average non-exclusion probability (identity):                  0.3869
Average non-exclusion probability (sib identity):              0.6079
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  4.7866
  Degrees of freedom:                                          1
  P-value:                                                     0.0287
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0215


**** Locus dDocent_Contig_53323_116 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     1586     1134      226  0.2873  0.2878
     2     3934     1134     1400  0.7127  0.7138

Number of individuals typed:                                2760
  Heterozygotes:                                            1134
  Homozygotes:                                              1626
Number of alleles:                                             2
Observed heterozygosity:                                       0.4109
Expected heterozygosity:                                       0.4096
Polymorphic information content (PIC):                         0.3257
Average non-exclusion probability (first parent):              0.9161
Average non-exclusion probability (second parent):             0.8372
Average non-exclusion probability (parent pair):               0.7486
Average non-exclusion probability (identity):                  0.4325
Average non-exclusion probability (sib identity):              0.6534
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0157
  Degrees of freedom:                                          1
  P-value:                                                     0.9001
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0016


**** Locus dDocent_Contig_53323_160 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2390     1012      689  0.5852  0.5912
     2     1694     1012      341  0.4148  0.4191

Number of individuals typed:                                2042
  Heterozygotes:                                            1012
  Homozygotes:                                              1030
Number of alleles:                                             2
Observed heterozygosity:                                       0.4956
Expected heterozygosity:                                       0.4856
Polymorphic information content (PIC):                         0.3676
Average non-exclusion probability (first parent):              0.8822
Average non-exclusion probability (second parent):             0.8162
Average non-exclusion probability (parent pair):               0.7233
Average non-exclusion probability (identity):                  0.3826
Average non-exclusion probability (sib identity):              0.6029
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.8027
  Degrees of freedom:                                          1
  P-value:                                                     0.3703
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0103


**** Locus dDocent_Contig_53594_109 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2765     1323      721  0.5215  0.5215
     2     2537     1323      607  0.4785  0.4785

Number of individuals typed:                                2651
  Heterozygotes:                                            1323
  Homozygotes:                                              1328
Number of alleles:                                             2
Observed heterozygosity:                                       0.4991
Expected heterozygosity:                                       0.4992
Polymorphic information content (PIC):                         0.3745
Average non-exclusion probability (first parent):              0.8755
Average non-exclusion probability (second parent):             0.8127
Average non-exclusion probability (parent pair):               0.7190
Average non-exclusion probability (identity):                  0.3755
Average non-exclusion probability (sib identity):              0.5943
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0004
  Degrees of freedom:                                          1
  P-value:                                                     0.9840
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0000


**** Locus dDocent_Contig_53918_125 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2666     1388      639  0.4917  0.4976
     2     2756     1388      684  0.5083  0.5144

Number of individuals typed:                                2711
  Heterozygotes:                                            1388
  Homozygotes:                                              1323
Number of alleles:                                             2
Observed heterozygosity:                                       0.5120
Expected heterozygosity:                                       0.5000
Polymorphic information content (PIC):                         0.3749
Average non-exclusion probability (first parent):              0.8751
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3751
Average non-exclusion probability (sib identity):              0.5938
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  1.4999
  Degrees of freedom:                                          1
  P-value:                                                     0.2207
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0120


**** Locus dDocent_Contig_53994_82 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2970     1366      802  0.5522  0.5597
     2     2408     1366      521  0.4478  0.4538

Number of individuals typed:                                2689
  Heterozygotes:                                            1366
  Homozygotes:                                              1323
Number of alleles:                                             2
Observed heterozygosity:                                       0.5080
Expected heterozygosity:                                       0.4946
Polymorphic information content (PIC):                         0.3723
Average non-exclusion probability (first parent):              0.8777
Average non-exclusion probability (second parent):             0.8139
Average non-exclusion probability (parent pair):               0.7205
Average non-exclusion probability (identity):                  0.3778
Average non-exclusion probability (sib identity):              0.5972
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  1.8822
  Degrees of freedom:                                          1
  P-value:                                                     0.1701
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0134


**** Locus dDocent_Contig_54558_31 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     1649     1141      254  0.3008  0.2992
     2     3833     1141     1346  0.6992  0.6955

Number of individuals typed:                                2741
  Heterozygotes:                                            1141
  Homozygotes:                                              1600
Number of alleles:                                             2
Observed heterozygosity:                                       0.4163
Expected heterozygosity:                                       0.4207
Polymorphic information content (PIC):                         0.3322
Average non-exclusion probability (first parent):              0.9115
Average non-exclusion probability (second parent):             0.8339
Average non-exclusion probability (parent pair):               0.7447
Average non-exclusion probability (identity):                  0.4241
Average non-exclusion probability (sib identity):              0.6457
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.2680
  Degrees of freedom:                                          1
  P-value:                                                     0.6047
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0052


**** Locus dDocent_Contig_54832_94 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2819     1291      764  0.5201  0.5080
     2     2601     1291      655  0.4799  0.4687

Number of individuals typed:                                2710
  Heterozygotes:                                            1291
  Homozygotes:                                              1419
Number of alleles:                                             2
Observed heterozygosity:                                       0.4764
Expected heterozygosity:                                       0.4993
Polymorphic information content (PIC):                         0.3746
Average non-exclusion probability (first parent):              0.8754
Average non-exclusion probability (second parent):             0.8127
Average non-exclusion probability (parent pair):               0.7190
Average non-exclusion probability (identity):                  0.3754
Average non-exclusion probability (sib identity):              0.5943
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  5.5658
  Degrees of freedom:                                          1
  P-value:                                                     0.0183
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0234


**** Locus dDocent_Contig_54895_39 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2952     2386      283  0.5530  0.7120
     2     2386     2386        0  0.4470  0.5755

Number of individuals typed:                                2669
  Heterozygotes:                                            2386
  Homozygotes:                                               283
Number of alleles:                                             2
Observed heterozygosity:                                       0.8940
Expected heterozygosity:                                       0.4945
Polymorphic information content (PIC):                         0.3722
Average non-exclusion probability (first parent):              0.8778
Average non-exclusion probability (second parent):             0.8139
Average non-exclusion probability (parent pair):               0.7205
Average non-exclusion probability (identity):                  0.3779
Average non-exclusion probability (sib identity):              0.5973
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               1740.3861
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.2877


**** Locus dDocent_Contig_54895_40 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2666     2656        5  0.4994  0.6643
     2     2672     2656        8  0.5006  0.6658

Number of individuals typed:                                2669
  Heterozygotes:                                            2656
  Homozygotes:                                                13
Number of alleles:                                             2
Observed heterozygosity:                                       0.9951
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               2613.3068
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.3309


**** Locus dDocent_Contig_54895_100 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2672     2662        5  0.5006  0.6663
     2     2666     2662        2  0.4994  0.6648

Number of individuals typed:                                2669
  Heterozygotes:                                            2662
  Homozygotes:                                                 7
Number of alleles:                                             2
Observed heterozygosity:                                       0.9974
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               2637.1091
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.3319


**** Locus dDocent_Contig_54895_116 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2669     2663        3  0.5000  0.6656
     2     2669     2663        3  0.5000  0.6656

Number of individuals typed:                                2669
  Heterozygotes:                                            2663
  Homozygotes:                                                 6
Number of alleles:                                             2
Observed heterozygosity:                                       0.9978
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               2641.0732
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.3321


**** Locus dDocent_Contig_54895_117 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2669     2663        3  0.5000  0.6656
     2     2669     2663        3  0.5000  0.6656

Number of individuals typed:                                2669
  Heterozygotes:                                            2663
  Homozygotes:                                                 6
Number of alleles:                                             2
Observed heterozygosity:                                       0.9978
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               2641.0732
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.3321


**** Locus dDocent_Contig_54895_122 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2671     2663        4  0.5004  0.6661
     2     2667     2663        2  0.4996  0.6651

Number of individuals typed:                                2669
  Heterozygotes:                                            2663
  Homozygotes:                                                 6
Number of alleles:                                             2
Observed heterozygosity:                                       0.9978
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               2641.0792
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.3321


**** Locus dDocent_Contig_54895_140 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2661     2651        5  0.5008  0.6666
     2     2653     2651        1  0.4992  0.6646

Number of individuals typed:                                2657
  Heterozygotes:                                            2651
  Homozygotes:                                                 6
Number of alleles:                                             2
Observed heterozygosity:                                       0.9977
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               2629.0975
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.3320


**** Locus dDocent_Contig_55041_9 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     1889     1257      316  0.3545  0.3599
     2     3439     1257     1091  0.6455  0.6553

Number of individuals typed:                                2664
  Heterozygotes:                                            1257
  Homozygotes:                                              1407
Number of alleles:                                             2
Observed heterozygosity:                                       0.4718
Expected heterozygosity:                                       0.4578
Polymorphic information content (PIC):                         0.3529
Average non-exclusion probability (first parent):              0.8953
Average non-exclusion probability (second parent):             0.8235
Average non-exclusion probability (parent pair):               0.7323
Average non-exclusion probability (identity):                  0.3988
Average non-exclusion probability (sib identity):              0.6209
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  2.4178
  Degrees of freedom:                                          1
  P-value:                                                     0.1200
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0152


**** Locus dDocent_Contig_55188_140 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2328     1350      489  0.4351  0.4409
     2     3022     1350      836  0.5649  0.5723

Number of individuals typed:                                2675
  Heterozygotes:                                            1350
  Homozygotes:                                              1325
Number of alleles:                                             2
Observed heterozygosity:                                       0.5047
Expected heterozygosity:                                       0.4917
Polymorphic information content (PIC):                         0.3708
Average non-exclusion probability (first parent):              0.8792
Average non-exclusion probability (second parent):             0.8146
Average non-exclusion probability (parent pair):               0.7214
Average non-exclusion probability (identity):                  0.3793
Average non-exclusion probability (sib identity):              0.5990
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  1.7891
  Degrees of freedom:                                          1
  P-value:                                                     0.1810
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0131


**** Locus dDocent_Contig_55264_11 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4059     1049     1505  0.7423  0.7434
     2     1409     1049      180  0.2577  0.2581

Number of individuals typed:                                2734
  Heterozygotes:                                            1049
  Homozygotes:                                              1685
Number of alleles:                                             2
Observed heterozygosity:                                       0.3837
Expected heterozygosity:                                       0.3826
Polymorphic information content (PIC):                         0.3094
Average non-exclusion probability (first parent):              0.9268
Average non-exclusion probability (second parent):             0.8453
Average non-exclusion probability (parent pair):               0.7584
Average non-exclusion probability (identity):                  0.4544
Average non-exclusion probability (sib identity):              0.6723
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0109
  Degrees of freedom:                                          1
  P-value:                                                     0.9169
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0015


**** Locus dDocent_Contig_55264_150 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     1162      846      158  0.2858  0.2885
     2     2904      846     1029  0.7142  0.7211

Number of individuals typed:                                2033
  Heterozygotes:                                             846
  Homozygotes:                                              1187
Number of alleles:                                             2
Observed heterozygosity:                                       0.4161
Expected heterozygosity:                                       0.4083
Polymorphic information content (PIC):                         0.3249
Average non-exclusion probability (first parent):              0.9167
Average non-exclusion probability (second parent):             0.8375
Average non-exclusion probability (parent pair):               0.7491
Average non-exclusion probability (identity):                  0.4335
Average non-exclusion probability (sib identity):              0.6543
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.6717
  Degrees of freedom:                                          1
  P-value:                                                     0.4125
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0096


**** Locus dDocent_Contig_55612_11 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2687     2661       13  0.5015  0.6667
     2     2671     2661        5  0.4985  0.6627

Number of individuals typed:                                2679
  Heterozygotes:                                            2661
  Homozygotes:                                                18
Number of alleles:                                             2
Observed heterozygosity:                                       0.9933
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               2603.6324
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.3301


**** Locus dDocent_Contig_55612_25 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2686     2660       13  0.5013  0.6663
     2     2672     2660        6  0.4987  0.6629

Number of individuals typed:                                2679
  Heterozygotes:                                            2660
  Homozygotes:                                                19
Number of alleles:                                             2
Observed heterozygosity:                                       0.9929
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               2599.6686
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.3299


**** Locus dDocent_Contig_55612_83 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2686     2662       12  0.5013  0.6665
     2     2672     2662        5  0.4987  0.6630

Number of individuals typed:                                2679
  Heterozygotes:                                            2662
  Homozygotes:                                                17
Number of alleles:                                             2
Observed heterozygosity:                                       0.9937
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               2607.5553
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.3303


**** Locus dDocent_Contig_55612_110 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2687     2661       13  0.5015  0.6667
     2     2671     2661        5  0.4985  0.6627

Number of individuals typed:                                2679
  Heterozygotes:                                            2661
  Homozygotes:                                                18
Number of alleles:                                             2
Observed heterozygosity:                                       0.9933
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               2603.6324
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.3301


**** Locus dDocent_Contig_55792_59 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2744     2738        3  0.5004  0.6662
     2     2740     2738        1  0.4996  0.6653

Number of individuals typed:                                2742
  Heterozygotes:                                            2738
  Homozygotes:                                                 4
Number of alleles:                                             2
Observed heterozygosity:                                       0.9985
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               2722.0421
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.3324


**** Locus dDocent_Contig_55792_111 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4347     1137     1605  0.7927  0.8824
     2     1137     1137        0  0.2073  0.2312

Number of individuals typed:                                2742
  Heterozygotes:                                            1137
  Homozygotes:                                              1605
Number of alleles:                                             2
Observed heterozygosity:                                       0.4147
Expected heterozygosity:                                       0.3287
Polymorphic information content (PIC):                         0.2747
Average non-exclusion probability (first parent):              0.9460
Average non-exclusion probability (second parent):             0.8627
Average non-exclusion probability (parent pair):               0.7797
Average non-exclusion probability (identity):                  0.5047
Average non-exclusion probability (sib identity):              0.7118
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                186.0724
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.1144


**** Locus dDocent_Contig_55792_123 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     1336     1336        0  0.2436  0.2773
     2     4148     1336     1406  0.7564  0.8602

Number of individuals typed:                                2742
  Heterozygotes:                                            1336
  Homozygotes:                                              1406
Number of alleles:                                             2
Observed heterozygosity:                                       0.4872
Expected heterozygosity:                                       0.3686
Polymorphic information content (PIC):                         0.3006
Average non-exclusion probability (first parent):              0.9321
Average non-exclusion probability (second parent):             0.8497
Average non-exclusion probability (parent pair):               0.7637
Average non-exclusion probability (identity):                  0.4667
Average non-exclusion probability (sib identity):              0.6824
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                282.7764
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.1381


**** Locus dDocent_Contig_55792_132 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2744     2738        3  0.5004  0.6662
     2     2740     2738        1  0.4996  0.6653

Number of individuals typed:                                2742
  Heterozygotes:                                            2738
  Homozygotes:                                                 4
Number of alleles:                                             2
Observed heterozygosity:                                       0.9985
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               2722.0421
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.3324


**** Locus dDocent_Contig_56576_25 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3079     1403      838  0.5552  0.5619
     2     2467     1403      532  0.4448  0.4502

Number of individuals typed:                                2773
  Heterozygotes:                                            1403
  Homozygotes:                                              1370
Number of alleles:                                             2
Observed heterozygosity:                                       0.5060
Expected heterozygosity:                                       0.4940
Polymorphic information content (PIC):                         0.3719
Average non-exclusion probability (first parent):              0.8780
Average non-exclusion probability (second parent):             0.8140
Average non-exclusion probability (parent pair):               0.7207
Average non-exclusion probability (identity):                  0.3781
Average non-exclusion probability (sib identity):              0.5976
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  1.5503
  Degrees of freedom:                                          1
  P-value:                                                     0.2131
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0120


**** Locus dDocent_Contig_56576_82 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3439     1351     1044  0.6201  0.6305
     2     2107     1351      378  0.3799  0.3863

Number of individuals typed:                                2773
  Heterozygotes:                                            1351
  Homozygotes:                                              1422
Number of alleles:                                             2
Observed heterozygosity:                                       0.4872
Expected heterozygosity:                                       0.4712
Polymorphic information content (PIC):                         0.3602
Average non-exclusion probability (first parent):              0.8890
Average non-exclusion probability (second parent):             0.8199
Average non-exclusion probability (parent pair):               0.7279
Average non-exclusion probability (identity):                  0.3907
Average non-exclusion probability (sib identity):              0.6121
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  3.0710
  Degrees of freedom:                                          1
  P-value:                                                     0.0797
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0167


**** Locus dDocent_Contig_56576_99 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2095     1283      406  0.3777  0.3747
     2     3451     1283     1084  0.6223  0.6173

Number of individuals typed:                                2773
  Heterozygotes:                                            1283
  Homozygotes:                                              1490
Number of alleles:                                             2
Observed heterozygosity:                                       0.4627
Expected heterozygosity:                                       0.4702
Polymorphic information content (PIC):                         0.3596
Average non-exclusion probability (first parent):              0.8895
Average non-exclusion probability (second parent):             0.8202
Average non-exclusion probability (parent pair):               0.7282
Average non-exclusion probability (identity):                  0.3913
Average non-exclusion probability (sib identity):              0.6128
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.6584
  Degrees of freedom:                                          1
  P-value:                                                     0.4171
