Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 5/22/2019 2:45:57 PM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI  HW   F(Null)
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                 82.1641
  Degrees of freedom:                                          1
  P-value:                                                     1.329E-0019
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.0805


**** Locus dDocent_Contig_58759_81 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3217     1331      943  0.5864  0.5865
     2     2269     1331      469  0.4136  0.4137

Number of individuals typed:                                2743
  Heterozygotes:                                            1331
  Homozygotes:                                              1412
Number of alleles:                                             2
Observed heterozygosity:                                       0.4852
Expected heterozygosity:                                       0.4852
Polymorphic information content (PIC):                         0.3674
Average non-exclusion probability (first parent):              0.8824
Average non-exclusion probability (second parent):             0.8163
Average non-exclusion probability (parent pair):               0.7234
Average non-exclusion probability (identity):                  0.3828
Average non-exclusion probability (sib identity):              0.6032
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0006
  Degrees of freedom:                                          1
  P-value:                                                     0.9811
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0002


**** Locus dDocent_Contig_58759_86 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3217     1331      943  0.5864  0.5865
     2     2269     1331      469  0.4136  0.4137

Number of individuals typed:                                2743
  Heterozygotes:                                            1331
  Homozygotes:                                              1412
Number of alleles:                                             2
Observed heterozygosity:                                       0.4852
Expected heterozygosity:                                       0.4852
Polymorphic information content (PIC):                         0.3674
Average non-exclusion probability (first parent):              0.8824
Average non-exclusion probability (second parent):             0.8163
Average non-exclusion probability (parent pair):               0.7234
Average non-exclusion probability (identity):                  0.3828
Average non-exclusion probability (sib identity):              0.6032
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0006
  Degrees of freedom:                                          1
  P-value:                                                     0.9811
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0002


**** Locus dDocent_Contig_58759_91 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3217     1331      943  0.5864  0.5865
     2     2269     1331      469  0.4136  0.4137

Number of individuals typed:                                2743
  Heterozygotes:                                            1331
  Homozygotes:                                              1412
Number of alleles:                                             2
Observed heterozygosity:                                       0.4852
Expected heterozygosity:                                       0.4852
Polymorphic information content (PIC):                         0.3674
Average non-exclusion probability (first parent):              0.8824
Average non-exclusion probability (second parent):             0.8163
Average non-exclusion probability (parent pair):               0.7234
Average non-exclusion probability (identity):                  0.3828
Average non-exclusion probability (sib identity):              0.6032
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0006
  Degrees of freedom:                                          1
  P-value:                                                     0.9811
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0002


**** Locus dDocent_Contig_58785_87 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2165     1323      421  0.3964  0.3988
     2     3297     1323      987  0.6036  0.6073

Number of individuals typed:                                2731
  Heterozygotes:                                            1323
  Homozygotes:                                              1408
Number of alleles:                                             2
Observed heterozygosity:                                       0.4844
Expected heterozygosity:                                       0.4786
Polymorphic information content (PIC):                         0.3640
Average non-exclusion probability (first parent):              0.8855
Average non-exclusion probability (second parent):             0.8180
Average non-exclusion probability (parent pair):               0.7255
Average non-exclusion probability (identity):                  0.3864
Average non-exclusion probability (sib identity):              0.6073
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.3672
  Degrees of freedom:                                          1
  P-value:                                                     0.5445
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0061


**** Locus dDocent_Contig_59667_74 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2975     1125      925  0.5519  0.5053
     2     2415     1125      645  0.4481  0.4101

Number of individuals typed:                                2695
  Heterozygotes:                                            1125
  Homozygotes:                                              1570
Number of alleles:                                             2
Observed heterozygosity:                                       0.4174
Expected heterozygosity:                                       0.4947
Polymorphic information content (PIC):                         0.3723
Average non-exclusion probability (first parent):              0.8777
Average non-exclusion probability (second parent):             0.8139
Average non-exclusion probability (parent pair):               0.7204
Average non-exclusion probability (identity):                  0.3777
Average non-exclusion probability (sib identity):              0.5971
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                 65.2763
  Degrees of freedom:                                          1
  P-value:                                                     6.840E-0016
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                                0.0846


**** Locus dDocent_Contig_59667_114 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3773      985     1394  0.7000  0.6514
     2     1617      985      316  0.3000  0.2792

Number of individuals typed:                                2695
  Heterozygotes:                                             985
  Homozygotes:                                              1710
Number of alleles:                                             2
Observed heterozygosity:                                       0.3655
Expected heterozygosity:                                       0.4201
Polymorphic information content (PIC):                         0.3318
Average non-exclusion probability (first parent):              0.9118
Average non-exclusion probability (second parent):             0.8341
Average non-exclusion probability (parent pair):               0.7449
Average non-exclusion probability (identity):                  0.4246
Average non-exclusion probability (sib identity):              0.6462
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                 45.0415
  Degrees of freedom:                                          1
  P-value:                                                     1.999E-0011
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                                0.0694


**** Locus dDocent_Contig_59671_8 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     5310      188     2561  0.9655  0.9773
     2      190      188        1  0.0345  0.0350

Number of individuals typed:                                2750
  Heterozygotes:                                             188
  Homozygotes:                                              2562
Number of alleles:                                             2
Observed heterozygosity:                                       0.0684
Expected heterozygosity:                                       0.0667
Polymorphic information content (PIC):                         0.0645
Average non-exclusion probability (first parent):              0.9978
Average non-exclusion probability (second parent):             0.9678
Average non-exclusion probability (parent pair):               0.9386
Average non-exclusion probability (identity):                  0.8733
Average non-exclusion probability (sib identity):              0.9350
Hardy-Weinberg equilibrium test:                        Not done
Null allele frequency estimate:                               -0.0123


**** Locus dDocent_Contig_59887_98 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     1517     1149      184  0.2799  0.2870
     2     3903     1149     1377  0.7201  0.7383

Number of individuals typed:                                2710
  Heterozygotes:                                            1149
  Homozygotes:                                              1561
Number of alleles:                                             2
Observed heterozygosity:                                       0.4240
Expected heterozygosity:                                       0.4032
Polymorphic information content (PIC):                         0.3219
Average non-exclusion probability (first parent):              0.9188
Average non-exclusion probability (second parent):             0.8391
Average non-exclusion probability (parent pair):               0.7509
Average non-exclusion probability (identity):                  0.4375
Average non-exclusion probability (sib identity):              0.6578
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  7.0195
  Degrees of freedom:                                          1
  P-value:                                                     0.00807984
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0252


**** Locus dDocent_Contig_59887_115 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     5418        0     2709  0.9996  0.9382
     2        2        0        1  0.0004  0.0002

Number of individuals typed:                                2710
  Heterozygotes:                                               0
  Homozygotes:                                              2710
Number of alleles:                                             2
Observed heterozygosity:                                       0.0000
Expected heterozygosity:                                       0.0007
Polymorphic information content (PIC):                         0.0007
Average non-exclusion probability (first parent):              1.0000
Average non-exclusion probability (second parent):             0.9996
Average non-exclusion probability (parent pair):               0.9993
Average non-exclusion probability (identity):                  0.9985
Average non-exclusion probability (sib identity):              0.9993
Hardy-Weinberg equilibrium test:                        Not done
Null allele frequency estimate:                                0.0620


**** Locus dDocent_Contig_59887_117 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     1501     1143      179  0.2769  0.2841
     2     3919     1143     1388  0.7231  0.7418

Number of individuals typed:                                2710
  Heterozygotes:                                            1143
  Homozygotes:                                              1567
Number of alleles:                                             2
Observed heterozygosity:                                       0.4218
Expected heterozygosity:                                       0.4006
Polymorphic information content (PIC):                         0.3203
Average non-exclusion probability (first parent):              0.9198
Average non-exclusion probability (second parent):             0.8399
Average non-exclusion probability (parent pair):               0.7518
Average non-exclusion probability (identity):                  0.4396
Average non-exclusion probability (sib identity):              0.6597
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  7.3934
  Degrees of freedom:                                          1
  P-value:                                                     0.00656221
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0259


**** Locus dDocent_Contig_60299_8 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     5055      277     2389  0.9459  0.9522
     2      289      277        6  0.0541  0.0544

Number of individuals typed:                                2672
  Heterozygotes:                                             277
  Homozygotes:                                              2395
Number of alleles:                                             2
Observed heterozygosity:                                       0.1037
Expected heterozygosity:                                       0.1023
Polymorphic information content (PIC):                         0.0971
Average non-exclusion probability (first parent):              0.9948
Average non-exclusion probability (second parent):             0.9515
Average non-exclusion probability (parent pair):               0.9100
Average non-exclusion probability (identity):                  0.8111
Average non-exclusion probability (sib identity):              0.9016
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.2486
  Degrees of freedom:                                          1
  P-value:                                                     0.6181
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0066


**** Locus dDocent_Contig_60299_46 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4924      384     2270  0.9214  0.9178
     2      420      384       18  0.0786  0.0783

Number of individuals typed:                                2672
  Heterozygotes:                                             384
  Homozygotes:                                              2288
Number of alleles:                                             2
Observed heterozygosity:                                       0.1437
Expected heterozygosity:                                       0.1449
Polymorphic information content (PIC):                         0.1343
Average non-exclusion probability (first parent):              0.9895
Average non-exclusion probability (second parent):             0.9328
Average non-exclusion probability (parent pair):               0.8791
Average non-exclusion probability (identity):                  0.7418
Average non-exclusion probability (sib identity):              0.8630
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0821
  Degrees of freedom:                                          1
  P-value:                                                     0.7745
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0039


**** Locus dDocent_Contig_60299_115 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     5125      211     2457  0.9590  0.9612
     2      219      211        4  0.0410  0.0411

Number of individuals typed:                                2672
  Heterozygotes:                                             211
  Homozygotes:                                              2461
Number of alleles:                                             2
Observed heterozygosity:                                       0.0790
Expected heterozygosity:                                       0.0786
Polymorphic information content (PIC):                         0.0755
Average non-exclusion probability (first parent):              0.9969
Average non-exclusion probability (second parent):             0.9622
Average non-exclusion probability (parent pair):               0.9288
Average non-exclusion probability (identity):                  0.8521
Average non-exclusion probability (sib identity):              0.9237
Hardy-Weinberg equilibrium test:                        Not done
Null allele frequency estimate:                               -0.0023


**** Locus dDocent_Contig_60307_19 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4410      836     1787  0.8170  0.8313
     2      988      836       76  0.1830  0.1862

Number of individuals typed:                                2699
  Heterozygotes:                                             836
  Homozygotes:                                              1863
Number of alleles:                                             2
Observed heterozygosity:                                       0.3097
Expected heterozygosity:                                       0.2991
Polymorphic information content (PIC):                         0.2543
Average non-exclusion probability (first parent):              0.9553
Average non-exclusion probability (second parent):             0.8728
Average non-exclusion probability (parent pair):               0.7927
Average non-exclusion probability (identity):                  0.5360
Average non-exclusion probability (sib identity):              0.7345
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  3.2113
  Degrees of freedom:                                          1
  P-value:                                                     0.0731
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0175


**** Locus dDocent_Contig_60307_22 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4946      422     2262  0.9163  0.9249
     2      452      422       15  0.0837  0.0845

Number of individuals typed:                                2699
  Heterozygotes:                                             422
  Homozygotes:                                              2277
Number of alleles:                                             2
Observed heterozygosity:                                       0.1564
Expected heterozygosity:                                       0.1535
Polymorphic information content (PIC):                         0.1417
Average non-exclusion probability (first parent):              0.9882
Average non-exclusion probability (second parent):             0.9292
Average non-exclusion probability (parent pair):               0.8733
Average non-exclusion probability (identity):                  0.7284
Average non-exclusion probability (sib identity):              0.8554
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.7397
  Degrees of freedom:                                          1
  P-value:                                                     0.3898
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0094


**** Locus dDocent_Contig_60307_39 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     5198      190     2504  0.9629  0.9564
     2      200      190        5  0.0371  0.0368

Number of individuals typed:                                2699
  Heterozygotes:                                             190
  Homozygotes:                                              2509
Number of alleles:                                             2
Observed heterozygosity:                                       0.0704
Expected heterozygosity:                                       0.0714
Polymorphic information content (PIC):                         0.0688
Average non-exclusion probability (first parent):              0.9975
Average non-exclusion probability (second parent):             0.9656
Average non-exclusion probability (parent pair):               0.9347
Average non-exclusion probability (identity):                  0.8649
Average non-exclusion probability (sib identity):              0.9306
Hardy-Weinberg equilibrium test:                        Not done
Null allele frequency estimate:                                0.0068


**** Locus dDocent_Contig_60307_56 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3835     1117     1359  0.7104  0.7125
     2     1563     1117      223  0.2896  0.2904

Number of individuals typed:                                2699
  Heterozygotes:                                            1117
  Homozygotes:                                              1582
Number of alleles:                                             2
Observed heterozygosity:                                       0.4139
Expected heterozygosity:                                       0.4115
Polymorphic information content (PIC):                         0.3268
Average non-exclusion probability (first parent):              0.9154
Average non-exclusion probability (second parent):             0.8366
Average non-exclusion probability (parent pair):               0.7479
Average non-exclusion probability (identity):                  0.4311
Average non-exclusion probability (sib identity):              0.6521
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0680
  Degrees of freedom:                                          1
  P-value:                                                     0.7942
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0029


**** Locus dDocent_Contig_60307_63 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     5207      183     2512  0.9646  0.9614
     2      191      183        4  0.0354  0.0353

Number of individuals typed:                                2699
  Heterozygotes:                                             183
  Homozygotes:                                              2516
Number of alleles:                                             2
Observed heterozygosity:                                       0.0678
Expected heterozygosity:                                       0.0683
Polymorphic information content (PIC):                         0.0659
Average non-exclusion probability (first parent):              0.9977
Average non-exclusion probability (second parent):             0.9670
Average non-exclusion probability (parent pair):               0.9373
Average non-exclusion probability (identity):                  0.8705
Average non-exclusion probability (sib identity):              0.9335
Hardy-Weinberg equilibrium test:                        Not done
Null allele frequency estimate:                                0.0034


**** Locus dDocent_Contig_60484_71 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3984     1078     1453  0.7351  0.7428
     2     1436     1078      179  0.2649  0.2677

Number of individuals typed:                                2710
  Heterozygotes:                                            1078
  Homozygotes:                                              1632
Number of alleles:                                             2
Observed heterozygosity:                                       0.3978
Expected heterozygosity:                                       0.3896
Polymorphic information content (PIC):                         0.3136
Average non-exclusion probability (first parent):              0.9241
Average non-exclusion probability (second parent):             0.8432
Average non-exclusion probability (parent pair):               0.7558
Average non-exclusion probability (identity):                  0.4486
Average non-exclusion probability (sib identity):              0.6674
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  1.1206
  Degrees of freedom:                                          1
  P-value:                                                     0.2898
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0105


**** Locus dDocent_Contig_60649_7 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2750     1408      671  0.5024  0.5095
     2     2724     1408      658  0.4976  0.5047

Number of individuals typed:                                2737
  Heterozygotes:                                            1408
  Homozygotes:                                              1329
Number of alleles:                                             2
Observed heterozygosity:                                       0.5144
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  2.1699
  Degrees of freedom:                                          1
  P-value:                                                     0.1407
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0142


**** Locus dDocent_Contig_60649_13 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4288      936     1676  0.7833  0.7863
     2     1186      936      125  0.2167  0.2175

Number of individuals typed:                                2737
  Heterozygotes:                                             936
  Homozygotes:                                              1801
Number of alleles:                                             2
Observed heterozygosity:                                       0.3420
Expected heterozygosity:                                       0.3395
Polymorphic information content (PIC):                         0.2818
Average non-exclusion probability (first parent):              0.9424
Average non-exclusion probability (second parent):             0.8591
Average non-exclusion probability (parent pair):               0.7753
Average non-exclusion probability (identity):                  0.4940
Average non-exclusion probability (sib identity):              0.7038
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.1128
  Degrees of freedom:                                          1
  P-value:                                                     0.7370
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0037


**** Locus dDocent_Contig_60649_27 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4344      906     1719  0.7936  0.7976
     2     1130      906      112  0.2064  0.2075

Number of individuals typed:                                2737
  Heterozygotes:                                             906
  Homozygotes:                                              1831
Number of alleles:                                             2
Observed heterozygosity:                                       0.3310
Expected heterozygosity:                                       0.3277
Polymorphic information content (PIC):                         0.2740
Average non-exclusion probability (first parent):              0.9463
Average non-exclusion probability (second parent):             0.8630
Average non-exclusion probability (parent pair):               0.7802
Average non-exclusion probability (identity):                  0.5057
Average non-exclusion probability (sib identity):              0.7126
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.2329
  Degrees of freedom:                                          1
  P-value:                                                     0.6294
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0051


**** Locus dDocent_Contig_60901_12 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     5107      317     2395  0.9371  0.9306
     2      343      317       13  0.0629  0.0625

Number of individuals typed:                                2725
  Heterozygotes:                                             317
  Homozygotes:                                              2408
Number of alleles:                                             2
Observed heterozygosity:                                       0.1163
Expected heterozygosity:                                       0.1180
Polymorphic information content (PIC):                         0.1110
Average non-exclusion probability (first parent):              0.9930
Average non-exclusion probability (second parent):             0.9445
Average non-exclusion probability (parent pair):               0.8982
Average non-exclusion probability (identity):                  0.7850
Average non-exclusion probability (sib identity):              0.8873
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.3303
  Degrees of freedom:                                          1
  P-value:                                                     0.5655
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0069


**** Locus dDocent_Contig_60901_60 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3869     1151     1359  0.7099  0.7189
     2     1581     1151      215  0.2901  0.2937

Number of individuals typed:                                2725
  Heterozygotes:                                            1151
  Homozygotes:                                              1574
Number of alleles:                                             2
Observed heterozygosity:                                       0.4224
Expected heterozygosity:                                       0.4120
Polymorphic information content (PIC):                         0.3271
Average non-exclusion probability (first parent):              0.9152
Average non-exclusion probability (second parent):             0.8365
Average non-exclusion probability (parent pair):               0.7478
Average non-exclusion probability (identity):                  0.4307
Average non-exclusion probability (sib identity):              0.6517
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  1.6524
  Degrees of freedom:                                          1
  P-value:                                                     0.1986
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0126


**** Locus dDocent_Contig_61404_30 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     1753     1157      298  0.3227  0.3185
     2     3679     1157     1261  0.6773  0.6685

Number of individuals typed:                                2716
  Heterozygotes:                                            1157
  Homozygotes:                                              1559
Number of alleles:                                             2
Observed heterozygosity:                                       0.4260
Expected heterozygosity:                                       0.4372
Polymorphic information content (PIC):                         0.3416
Average non-exclusion probability (first parent):              0.9045
Average non-exclusion probability (second parent):             0.8292
Average non-exclusion probability (parent pair):               0.7391
Average non-exclusion probability (identity):                  0.4124
Average non-exclusion probability (sib identity):              0.6345
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  1.7014
  Degrees of freedom:                                          1
  P-value:                                                     0.1921
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0129


**** Locus dDocent_Contig_61404_77 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     1794     1172      311  0.3303  0.3262
     2     3638     1172     1233  0.6697  0.6614

Number of individuals typed:                                2716
  Heterozygotes:                                            1172
  Homozygotes:                                              1544
Number of alleles:                                             2
Observed heterozygosity:                                       0.4315
Expected heterozygosity:                                       0.4425
Polymorphic information content (PIC):                         0.3445
Average non-exclusion probability (first parent):              0.9021
Average non-exclusion probability (second parent):             0.8277
Average non-exclusion probability (parent pair):               0.7373
Average non-exclusion probability (identity):                  0.4088
Average non-exclusion probability (sib identity):              0.6310
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  1.5767
  Degrees of freedom:                                          1
  P-value:                                                     0.2092
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0124


**** Locus dDocent_Contig_61404_103 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     5430        0     2715  0.9996  0.9382
     2        2        0        1  0.0004  0.0002

Number of individuals typed:                                2716
  Heterozygotes:                                               0
  Homozygotes:                                              2716
Number of alleles:                                             2
Observed heterozygosity:                                       0.0000
Expected heterozygosity:                                       0.0007
Polymorphic information content (PIC):                         0.0007
Average non-exclusion probability (first parent):              1.0000
Average non-exclusion probability (second parent):             0.9996
Average non-exclusion probability (parent pair):               0.9993
Average non-exclusion probability (identity):                  0.9985
Average non-exclusion probability (sib identity):              0.9993
Hardy-Weinberg equilibrium test:                        Not done
Null allele frequency estimate:                                0.0619


**** Locus dDocent_Contig_61404_107 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     1706     1158      274  0.3141  0.3124
     2     3726     1158     1284  0.6859  0.6823

Number of individuals typed:                                2716
  Heterozygotes:                                            1158
  Homozygotes:                                              1558
Number of alleles:                                             2
Observed heterozygosity:                                       0.4264
Expected heterozygosity:                                       0.4309
Polymorphic information content (PIC):                         0.3380
Average non-exclusion probability (first parent):              0.9072
Average non-exclusion probability (second parent):             0.8310
Average non-exclusion probability (parent pair):               0.7412
Average non-exclusion probability (identity):                  0.4167
Average non-exclusion probability (sib identity):              0.6388
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.2687
  Degrees of freedom:                                          1
  P-value:                                                     0.6042
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0052


**** Locus dDocent_Contig_61404_115 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     5265      163     2551  0.9693  0.9726
     2      167      163        2  0.0307  0.0309

Number of individuals typed:                                2716
  Heterozygotes:                                             163
  Homozygotes:                                              2553
Number of alleles:                                             2
Observed heterozygosity:                                       0.0600
Expected heterozygosity:                                       0.0596
Polymorphic information content (PIC):                         0.0578
Average non-exclusion probability (first parent):              0.9982
Average non-exclusion probability (second parent):             0.9711
Average non-exclusion probability (parent pair):               0.9447
Average non-exclusion probability (identity):                  0.8861
Average non-exclusion probability (sib identity):              0.9417
Hardy-Weinberg equilibrium test:                        Not done
Null allele frequency estimate:                               -0.0035


**** Locus dDocent_Contig_61554_78 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4375      841     1767  0.8078  0.8078
     2     1041      841      100  0.1922  0.1922

Number of individuals typed:                                2708
  Heterozygotes:                                             841
  Homozygotes:                                              1867
Number of alleles:                                             2
Observed heterozygosity:                                       0.3106
Expected heterozygosity:                                       0.3106
Polymorphic information content (PIC):                         0.2623
Average non-exclusion probability (first parent):              0.9518
Average non-exclusion probability (second parent):             0.8688
Average non-exclusion probability (parent pair):               0.7875
Average non-exclusion probability (identity):                  0.5236
Average non-exclusion probability (sib identity):              0.7256
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0025
  Degrees of freedom:                                          1
  P-value:                                                     0.9599
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0001


**** Locus dDocent_Contig_61554_109 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4310      894     1708  0.7958  0.8020
     2     1106      894      106  0.2042  0.2058

Number of individuals typed:                                2708
  Heterozygotes:                                             894
  Homozygotes:                                              1814
Number of alleles:                                             2
Observed heterozygosity:                                       0.3301
Expected heterozygosity:                                       0.3251
Polymorphic information content (PIC):                         0.2722
Average non-exclusion probability (first parent):              0.9472
Average non-exclusion probability (second parent):             0.8639
Average non-exclusion probability (parent pair):               0.7813
Average non-exclusion probability (identity):                  0.5084
Average non-exclusion probability (sib identity):              0.7146
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.5782
  Degrees of freedom:                                          1
  P-value:                                                     0.4470
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0078


**** Locus dDocent_Contig_61726_9 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3360     1382      989  0.6109  0.6279
     2     2140     1382      379  0.3891  0.3999

Number of individuals typed:                                2750
  Heterozygotes:                                            1382
  Homozygotes:                                              1368
Number of alleles:                                             2
Observed heterozygosity:                                       0.5025
Expected heterozygosity:                                       0.4755
